date,unused_date,price,fluctuation,fluctuation_percent
31/10/2008,,"16.676,12",140.05,0.01%
30/10/2008,,"16.536,07",-386.61,-0.02%
23/10/2008,,"16.922,68",-575.44,-0.03%
16/10/2008,,"17.498,12",-444.89,-0.02%
9/10/2008,,"17.943,01",-962.17,-0.05%
2/10/2008,,"18.905,18",88.95,0.00%
30/09/2008,,"18.816,23",-353.61,-0.02%
25/09/2008,,"19.169,84",748.76,0.04%
18/09/2008,,"18.421,08",-1504.93,-0.08%
11/9/2008,,"19.926,01",-947.65,-0.05%
4/9/2008,,"20.873,66",422.07,0.02%
31/08/2008,,"20.451,59",110.71,0.01%
28/08/2008,,"20.340,88",794.94,0.04%
21/08/2008,,"19.545,94",872.58,0.05%
14/08/2008,,"18.673,36",503.57,0.03%
7/8/2008,,"18.169,79",-186.35,-0.01%
31/07/2008,,"18.356,14",27.3,0.00%
24/07/2008,,"18.328,84",-912.94,-0.05%
17/07/2008,,"19.241,78",847.61,0.05%
10/7/2008,,"18.394,17",471.16,0.03%
3/7/2008,,"17.923,01",494.34,0.03%
30/06/2008,,"17.428,67",160.68,0.01%
26/06/2008,,"17.267,99",116.09,0.01%
19/06/2008,,"17.151,90",135.3,0.01%
12/6/2008,,"17.016,60",-528.16,-0.03%
5/6/2008,,"17.544,76",-512.79,-0.03%
29/05/2008,,"18.057,55",-435.14,-0.02%
22/05/2008,,"18.492,69",-966.38,-0.05%
15/05/2008,,"19.459,07",-390.55,-0.02%
8/5/2008,,"19.849,62",-872.59,-0.04%
1/5/2008,,"20.722,21",-96.1,0.00%
24/04/2008,,"20.818,31",-591.2,-0.03%
17/04/2008,,"21.409,51",-1348.48,-0.06%
10/4/2008,,"22.757,99",-33.05,0.00%
4/4/2008,,"22.791,04",279.07,0.01%
31/03/2008,,"22.511,97",267.54,0.01%
28/03/2008,,"22.244,43",-1142.43,-0.05%
21/03/2008,,"23.386,86",-2066.54,-0.08%
14/03/2008,,"25.453,40",-212.95,-0.01%
7/3/2008,,"25.666,35",-548.92,-0.02%
29/02/2008,,"26.215,27",-892.58,-0.03%
22/02/2008,,"27.107,85",-3015.23,-0.10%
15/02/2008,,"30.123,08",-463.59,-0.02%
8/2/2008,,"30.586,67",-3.84,0.00%
1/2/2008,,"30.590,51",1259.29,0.04%
25/01/2008,,"29.331,22",-781.1,-0.03%
18/01/2008,,"30.112,32",-658.86,-0.02%
11/1/2008,,"30.771,18",-764.18,-0.02%
4/1/2008,,"31.535,36",-616.58,-0.02%
31/12/2007,,"32.151,94",169.9,0.01%
28/12/2007,,"31.982,04",-284.45,-0.01%
21/12/2007,,"32.266,49",16.91,0.00%
14/12/2007,,"32.249,58",-678.08,-0.02%
7/12/2007,,"32.927,66",131.47,0.00%
30/11/2007,,"32.796,19",162.98,0.00%
23/11/2007,,"32.633,21",-333.66,-0.01%
16/11/2007,,"32.966,87",-437.44,-0.01%
9/11/2007,,"33.404,31",-1120.91,-0.03%
2/11/2007,,"34.525,22",-519.71,-0.01%
26/10/2007,,"35.044,93",568.14,0.02%
19/10/2007,,"34.476,79",606.58,0.02%
12/10/2007,,"33.870,21",824.93,0.02%
5/10/2007,,"33.045,28",1453.03,0.05%
30/09/2007,,"31.592,25",-242.18,-0.01%
28/09/2007,,"31.834,43",1463.03,0.05%
21/09/2007,,"30.371,40",404.39,0.01%
14/09/2007,,"29.967,01",707.29,0.02%
7/9/2007,,"29.259,72",39.21,0.00%
31/08/2007,,"29.220,51",32.29,0.00%
24/08/2007,,"29.188,22",375.17,0.01%
17/08/2007,,"28.813,05",-624.26,-0.02%
10/8/2007,,"29.437,31",-319.82,-0.01%
3/8/2007,,"29.757,13",-63.81,0.00%
31/07/2007,,"29.820,94",-293.68,-0.01%
27/07/2007,,"30.114,62",-230.64,-0.01%
20/07/2007,,"30.345,26",-438.99,-0.01%
13/07/2007,,"30.784,25",512.79,0.02%
6/7/2007,,"30.271,46",-3943.94,-0.12%
30/06/2007,,"34.215,40",149.15,0.00%
29/06/2007,,"34.066,25",246.02,0.01%
22/06/2007,,"33.820,23",246.78,0.01%
15/06/2007,,"33.573,45",60.74,0.00%
8/6/2007,,"33.512,71",-648.87,-0.02%
1/6/2007,,"34.161,58",-25.37,0.00%
30/05/2007,,"34.186,95",-505.87,-0.01%
25/05/2007,,"34.692,82",833.38,0.02%
18/05/2007,,"33.859,44",-115.32,0.00%
11/5/2007,,"33.974,76",1333.86,0.04%
4/5/2007,,"32.640,90",-256.78,-0.01%
30/04/2007,,"32.897,68",624.27,0.02%
27/04/2007,,"32.273,41",-346.73,-0.01%
20/04/2007,,"32.620,14",-1767.47,-0.05%
13/04/2007,,"34.387,61",-352.88,-0.01%
6/4/2007,,"34.740,49",-1001.74,-0.03%
31/03/2007,,"35.742,23",229.87,0.01%
30/03/2007,,"35.512,36",-2256.43,-0.06%
23/03/2007,,"37.768,79",-1745.94,-0.04%
16/03/2007,,"39.514,73",-1839.73,-0.04%
9/3/2007,,"41.354,46",1574.5,0.04%
2/3/2007,,"39.779,96",256.78,0.01%
28/02/2007,,"39.523,18",2829.18,0.08%
16/02/2007,,"36.694,00",1556.81,0.04%
9/2/2007,,"35.137,19",772.65,0.02%
2/2/2007,,"34.364,54",686.53,0.02%
31/01/2007,,"33.678,01",2081.14,0.07%
26/01/2007,,"31.596,87",-208.34,-0.01%
19/01/2007,,"31.805,21",2030.4,0.07%
12/1/2007,,"29.774,81",3026.76,0.11%
5/1/2007,,"26.748,05",1353.55,0.05%
31/12/2006,,"25.394,50",-1745.93,-0.06%
29/12/2006,,"27.140,43",1690.88,0.07%
22/12/2006,,"25.449,55",728.05,0.03%
15/12/2006,,"24.721,50",2867.62,0.13%
8/12/2006,,"21.853,88",1847.43,0.09%
1/12/2006,,"20.006,45",7.68,0.00%
30/11/2006,,"19.998,77",234.49,0.01%
24/11/2006,,"19.764,28",1669.06,0.09%
17/11/2006,,"18.095,22",374.4,0.02%
10/11/2006,,"17.720,82",357.5,0.02%
3/11/2006,,"17.363,32",87.64,0.01%
27/10/2006,,"17.275,68",123.01,0.01%
20/10/2006,,"17.152,67",71.5,0.00%
13/10/2006,,"17.081,17",-282.15,-0.02%
6/10/2006,,"17.363,32",-2257.2,-0.12%
29/09/2006,,"19.620,52",592.75,0.03%
22/09/2006,,"19.027,77",53.81,0.00%
15/09/2006,,"18.973,96",-43.05,0.00%
8/9/2006,,"19.017,01",185.28,0.01%
1/9/2006,,"18.831,73",170.67,0.01%
25/08/2006,,"18.661,06",-59.96,0.00%
18/08/2006,,"18.721,02",734.2,0.04%
11/8/2006,,"17.986,82",54.58,0.00%
4/8/2006,,"17.932,24",-468.19,-0.03%
28/07/2006,,"18.400,43",-387.48,-0.02%
21/07/2006,,"18.787,91",-589.67,-0.03%
14/07/2006,,"19.377,58",-160.68,-0.01%
7/7/2006,,"19.538,26",-131.46,-0.01%
30/06/2006,,"19.669,72",232.95,0.01%
23/06/2006,,"19.436,77",-253.71,-0.01%
16/06/2006,,"19.690,48",289.07,0.01%
9/6/2006,,"19.401,41",204.5,0.01%
2/6/2006,,"19.196,91",142.23,0.01%
26/05/2006,,"19.054,68",186.05,0.01%
19/05/2006,,"18.868,63",7.69,0.00%
12/5/2006,,"18.860,94",-10,0.00%
5/5/2006,,"18.870,94",470.51,0.03%
28/04/2006,,"18.400,43",740.35,0.04%
21/04/2006,,"17.660,08",1627.55,0.10%
14/04/2006,,"16.032,53",1042.49,0.07%
7/4/2006,,"14.990,04",1679.82,0.13%
31/03/2006,,"13.310,22",621.19,0.05%
24/03/2006,,"12.689,03",357.5,0.03%
17/03/2006,,"12.331,53",-252.17,-0.02%
10/3/2006,,"12.583,70",339.81,0.03%
3/3/2006,,"12.243,89",363.64,0.03%
24/02/2006,,"11.880,25",458.97,0.04%
17/02/2006,,"11.421,28",580.45,0.05%
10/2/2006,,"10.840,83",288.3,0.03%
3/2/2006,,"10.552,53",-0.77,0.00%
27/01/2006,,"10.553,30",14.6,0.00%
20/01/2006,,"10.538,70",116.86,0.01%
13/01/2006,,"10.421,84",268.31,0.03%
6/1/2006,,"10.153,53",73.64,0.01%
31/12/2005,,"10.079,89",8.62,0.00%
23/12/2005,,"10.071,27",72.27,0.01%
16/12/2005,,"9.999,00",66.12,0.01%
9/12/2005,,"9.932,88",56.12,0.01%
2/12/2005,,"9.876,76",21.53,0.00%
1/12/2005,,"9.855,23",0,0.00%
30/11/2005,,"9.855,23",4.61,0.00%
25/11/2005,,"9.850,62",0,0.00%
18/11/2005,,"9.850,62",146.07,0.02%
11/11/2005,,"9.704,55",125.32,0.01%
4/11/2005,,"9.579,23",162.21,0.02%
31/10/2005,,"9.417,02",12.3,0.00%
28/10/2005,,"9.404,72",148.38,0.02%
21/10/2005,,"9.256,34",95.33,0.01%
14/10/2005,,"9.161,01",123.78,0.01%
7/10/2005,,"9.037,23",126.08,0.01%
30/09/2005,,"8.911,15",95.33,0.01%
23/09/2005,,"8.815,82",103.02,0.01%
16/09/2005,,"8.712,80",166.83,0.02%
9/9/2005,,"8.545,97",95.33,0.01%
1/9/2005,,"8.450,64",3.85,0.00%
31/08/2005,,"8.446,79",69.96,0.01%
26/08/2005,,"8.376,83",51.51,0.01%
12/8/2005,,"8.325,32",75.34,0.01%
5/8/2005,,"8.249,98",87.64,0.01%
29/07/2005,,"8.162,34",23.83,0.00%
22/07/2005,,"8.138,51",-67.65,-0.01%
15/07/2005,,"8.206,16",12.3,0.00%
8/7/2005,,"8.193,86",38.44,0.00%
1/7/2005,,"8.155,42",-3.07,0.00%
30/06/2005,,"8.158,49",-9.23,0.00%
24/06/2005,,"8.167,72",5.38,0.00%
17/06/2005,,"8.162,34",19.22,0.00%
10/6/2005,,"8.143,12",10,0.00%
3/6/2005,,"8.133,12",16.91,0.00%
27/05/2005,,"8.116,21",9.99,0.00%
20/05/2005,,"8.106,22",0.77,0.00%
13/05/2005,,"8.105,45",186.82,0.02%
6/5/2005,,"7.918,63",-6.15,0.00%
29/04/2005,,"7.924,78",-192.97,-0.02%
22/04/2005,,"8.117,75",0,0.00%
15/04/2005,,"8.117,75",9.23,0.00%
8/4/2005,,"8.108,52",13.07,0.00%
1/4/2005,,"8.095,45",-19.99,0.00%
25/03/2005,,"8.115,44",94.56,0.01%
18/03/2005,,"8.020,88",34.6,0.00%
4/3/2005,,"7.986,28",-17.69,0.00%
25/02/2005,,"8.003,97",0,0.00%
18/02/2005,,"8.003,97",146.08,0.02%
4/2/2005,,"7.857,89",33.82,0.00%
28/01/2005,,"7.824,07",-4.61,0.00%
21/01/2005,,"7.828,68",17.68,0.00%
14/01/2005,,"7.811,00",29.99,0.00%
7/1/2005,,"7.781,01",-51.53,-0.01%
31/12/2004,,"7.832,54",39.23,0.01%
24/12/2004,,"7.793,31",39.2,0.01%
17/12/2004,,"7.754,11",18.46,0.00%
10/12/2004,,"7.735,65",39.2,0.01%
3/12/2004,,"7.696,45",-62.27,-0.01%
30/11/2004,,"7.758,72",51.51,0.01%
23/11/2004,,"7.707,21",-22.29,0.00%
