date,unused_date,price,fluctuation,fluctuation_percent
13/07/2015,14/07/2014,"23.436,54",191.25,0.82%
10/7/2015,13/07/2015,"23.245,29",153.22,0.66%
9/7/2015,10/7/2015,"23.092,07",75.77,0.33%
8/7/2015,9/7/2015,"23.016,30",-158.88,-0.69%
7/7/2015,8/7/2015,"23.175,18",-29.93,-0.13%
6/7/2015,7/7/2015,"23.205,11",213.06,0.93%
3/7/2015,6/7/2015,"22.992,05",263.45,1.16%
2/7/2015,3/7/2015,"22.728,60",388.1,1.74%
1/7/2015,2/7/2015,"22.340,50",79.65,0.36%
30/06/2015,1/7/2015,"22.260,85",-38.7,-0.17%
29/06/2015,30/06/2015,"22.299,55",311.61,1.42%
26/06/2015,29/06/2015,"21.987,94",-83.85,-0.38%
25/06/2015,26/06/2015,"22.071,79",-49.45,-0.22%
24/06/2015,25/06/2015,"22.121,24",-152.55,-0.68%
23/06/2015,24/06/2015,"22.273,79",7.04,0.03%
22/06/2015,23/06/2015,"22.266,75",242.64,1.10%
19/06/2015,22/06/2015,"22.024,11",119.86,0.55%
18/06/2015,19/06/2015,"21.904,25",42.84,0.20%
17/06/2015,18/06/2015,"21.861,41",-106.04,-0.48%
16/06/2015,17/06/2015,"21.967,45",-201.78,-0.91%
15/06/2015,16/06/2015,"22.169,23",-61.13,-0.27%
12/6/2015,15/06/2015,"22.230,36",176.78,0.80%
11/6/2015,12/6/2015,"22.053,58",168.97,0.77%
10/6/2015,11/6/2015,"21.884,61",53.2,0.24%
9/6/2015,10/6/2015,"21.831,41",-78.11,-0.36%
8/6/2015,9/6/2015,"21.909,52",58.06,0.27%
5/6/2015,8/6/2015,"21.851,46",276.08,2.00%
4/6/2015,5/6/2015,"21.575,38",97.59,0.45%
3/6/2015,4/6/2015,"21.477,79",95.92,0.45%
2/6/2015,3/6/2015,"21.381,87",-118.31,-0.55%
1/6/2015,2/6/2015,"21.500,18",2.49,0.01%
29/05/2015,1/6/2015,"21.497,69",-24.31,-0.11%
28/05/2015,29/05/2015,"21.522,00",166.8,0.78%
27/05/2015,28/05/2015,"21.355,20",14.08,0.07%
26/05/2015,27/05/2015,"21.341,12",-75.16,-0.35%
25/05/2015,26/05/2015,"21.416,28",87.5,0.41%
22/05/2015,25/05/2015,"21.328,78",574.21,2.77%
21/05/2015,22/05/2015,"20.754,57",104.92,0.51%
20/05/2015,21/05/2015,"20.649,65",574.13,2.86%
19/05/2015,20/05/2015,"20.075,52",229.09,1.15%
18/05/2015,19/05/2015,"19.846,43",-389.29,-1.92%
15/05/2015,18/05/2015,"20.235,72",-309.38,-1.51%
14/05/2015,15/05/2015,"20.545,10",156.73,0.77%
13/05/2015,14/05/2015,"20.388,37",-53.96,-0.26%
12/5/2015,13/05/2015,"20.442,33",-193.46,-0.94%
11/5/2015,12/5/2015,"20.635,79",-121.62,-0.59%
8/5/2015,11/5/2015,"20.757,41",82.4,0.40%
7/5/2015,8/5/2015,"20.675,01",154.87,0.75%
6/5/2015,7/5/2015,"20.520,14",-151.81,-0.73%
5/5/2015,6/5/2015,"20.671,95",248.53,1.22%
4/5/2015,5/5/2015,"20.423,42",-566.2,-2.70%
27/04/2015,4/5/2015,"20.989,62",-122.14,-0.58%
24/04/2015,27/04/2015,"21.111,76",59.08,0.28%
23/04/2015,24/04/2015,"21.052,68",-125.69,-0.59%
22/04/2015,23/04/2015,"21.178,37",24.95,0.12%
21/04/2015,22/04/2015,"21.153,42",-106.78,-0.50%
20/04/2015,21/04/2015,"21.260,20",-97.2,-0.46%
17/04/2015,20/04/2015,"21.357,40",53.79,0.25%
16/04/2015,17/04/2015,"21.303,61",101.61,0.48%
15/04/2015,16/04/2015,"21.202,00",228.98,1.09%
14/04/2015,15/04/2015,"20.973,02",-93.5,-0.44%
13/04/2015,14/04/2015,"21.066,52",-18.15,-0.09%
10/4/2015,13/04/2015,"21.084,67",115.94,0.55%
9/4/2015,10/4/2015,"20.968,73",147.16,0.71%
8/4/2015,9/4/2015,"20.821,57",-25.72,-0.12%
7/4/2015,8/4/2015,"20.847,29",201.93,0.98%
6/4/2015,7/4/2015,"20.645,36",-113.05,-0.54%
3/4/2015,6/4/2015,"20.758,41",74.64,0.36%
2/4/2015,3/4/2015,"20.683,77",250.37,1.23%
1/4/2015,2/4/2015,"20.433,40",-303.83,-1.47%
31/03/2015,1/4/2015,"20.737,23",122.2,0.59%
30/03/2015,31/03/2015,"20.615,03",-196.49,-0.94%
27/03/2015,30/03/2015,"20.811,52",-139.89,-0.67%
26/03/2015,27/03/2015,"20.951,41",-44.97,-0.21%
25/03/2015,26/03/2015,"20.996,38",-90.6,-0.43%
24/03/2015,25/03/2015,"21.086,98",-120.32,-0.57%
23/03/2015,24/03/2015,"21.207,30",-203.01,-0.95%
20/03/2015,23/03/2015,"21.410,31",129.37,0.61%
19/03/2015,20/03/2015,"21.280,94",-163.03,-0.76%
18/03/2015,19/03/2015,"21.443,97",-141.92,-0.66%
17/03/2015,18/03/2015,"21.585,89",46.1,0.21%
16/03/2015,17/03/2015,"21.539,79",-175.97,-0.81%
13/03/2015,16/03/2015,"21.715,76",-56.74,-0.26%
12/3/2015,13/03/2015,"21.772,50",15.29,0.07%
11/3/2015,12/3/2015,"21.757,21",-122.12,-0.56%
10/3/2015,11/3/2015,"21.879,33",7.2,0.03%
9/3/2015,10/3/2015,"21.872,13",-127.69,-0.58%
6/3/2015,9/3/2015,"21.999,82",12.61,0.06%
5/3/2015,6/3/2015,"21.987,21",-37.9,-0.17%
4/3/2015,5/3/2015,"22.025,11",215.6,0.99%
3/3/2015,4/3/2015,"21.809,51",217.08,1.01%
2/3/2015,3/3/2015,"21.592,43",-114.7,-0.53%
27/02/2015,2/3/2015,"21.707,13",-71.63,-0.33%
26/02/2015,27/02/2015,"21.778,76",158.87,0.73%
25/02/2015,26/02/2015,"21.619,89",-163.18,-0.75%
24/02/2015,25/02/2015,"21.783,07",64.52,0.30%
13/02/2015,24/02/2015,"21.718,55",69.37,0.32%
12/2/2015,13/02/2015,"21.649,18",164.85,0.77%
11/2/2015,12/2/2015,"21.484,33",270.94,1.28%
10/2/2015,11/2/2015,"21.213,39",-7.3,-0.03%
9/2/2015,10/2/2015,"21.220,69",-128.17,-0.60%
6/2/2015,9/2/2015,"21.348,86",178,0.84%
5/2/2015,6/2/2015,"21.170,86",70.28,0.33%
4/2/2015,5/2/2015,"21.100,58",92.06,0.44%
3/2/2015,4/2/2015,"21.008,52",-213.71,-1.01%
2/2/2015,3/2/2015,"21.222,23",-120.71,-0.57%
30/01/2015,2/2/2015,"21.342,94",-172.34,-0.80%
29/01/2015,30/01/2015,"21.515,28",62.98,0.29%
28/01/2015,29/01/2015,"21.452,30",33.43,0.16%
27/01/2015,28/01/2015,"21.418,87",-61.64,-0.29%
26/01/2015,27/01/2015,"21.480,51",-20.83,-0.10%
23/01/2015,26/01/2015,"21.501,34",147.08,0.69%
22/01/2015,23/01/2015,"21.354,26",84.49,0.40%
21/01/2015,22/01/2015,"21.269,77",-8.93,-0.04%
20/01/2015,21/01/2015,"21.278,70",56.89,0.27%
19/01/2015,20/01/2015,"21.221,81",-103.41,-0.48%
16/01/2015,19/01/2015,"21.325,22",-107.21,-0.50%
15/01/2015,16/01/2015,"21.432,43",127.94,0.60%
14/01/2015,15/01/2015,"21.304,49",54.48,0.26%
13/01/2015,14/01/2015,"21.250,01",116.56,0.55%
12/1/2015,13/01/2015,"21.133,45",-69.71,-0.33%
9/1/2015,12/1/2015,"21.203,16",362.87,1.74%
8/1/2015,9/1/2015,"20.840,29",-75.46,-0.36%
7/1/2015,8/1/2015,"20.915,75",121.17,0.58%
6/1/2015,7/1/2015,"20.794,58",112.44,0.54%
5/1/2015,6/1/2015,"20.682,14",294.33,-0.42%
30/12/2014,31/12/2014,"20.387,81",280.96,1.40%
29/12/2014,30/12/2014,"20.106,85",-42.28,-0.21%
26/12/2014,29/12/2014,"20.149,13",-101.72,-0.50%
25/12/2014,26/12/2014,"20.250,85",-217.02,-1.06%
24/12/2014,25/12/2014,"20.467,87",92.72,0.46%
23/12/2014,24/12/2014,"20.375,15",-12.13,-0.06%
22/12/2014,23/12/2014,"20.387,28",444.34,2.23%
19/12/2014,22/12/2014,"19.942,94",-191.7,-0.95%
18/12/2014,19/12/2014,"20.134,64",407.14,2.06%
17/12/2014,18/12/2014,"19.727,50",-614.7,-3.02%
16/12/2014,17/12/2014,"20.342,20",-502.47,-2.41%
15/12/2014,16/12/2014,"20.844,67",-136.05,-0.65%
12/12/2014,15/12/2014,"20.980,72",89.9,0.43%
11/12/2014,12/12/2014,"20.890,82",-221.06,-1.05%
10/12/2014,11/12/2014,"21.111,88",296.69,1.43%
9/12/2014,10/12/2014,"20.815,19",-722.99,-3.36%
8/12/2014,9/12/2014,"21.538,18",-369.1,-1.68%
5/12/2014,8/12/2014,"21.907,28",-25.12,-0.11%
4/12/2014,5/12/2014,"21.932,40",5.16,0.02%
3/12/2014,4/12/2014,"21.927,24",203.4,0.94%
2/12/2014,3/12/2014,"21.723,84",121.78,0.56%
1/12/2014,2/12/2014,"21.602,06",-8.46,-0.04%
28/11/2014,1/12/2014,"21.610,52",-389.25,-1.77%
27/11/2014,28/11/2014,"21.999,77",-26.04,-0.12%
26/11/2014,27/11/2014,"22.025,81",-154.83,-0.70%
25/11/2014,26/11/2014,"22.180,64",138.03,0.63%
24/11/2014,25/11/2014,"22.042,61",-199.26,-0.90%
21/11/2014,24/11/2014,"22.241,87",-235.38,-1.05%
20/11/2014,21/11/2014,"22.477,25",183.86,0.82%
19/11/2014,20/11/2014,"22.293,39",-252.53,-1.12%
18/11/2014,19/11/2014,"22.545,92",-216.2,-0.95%
17/11/2014,18/11/2014,"22.762,12",-30.69,-0.13%
14/11/2014,17/11/2014,"22.792,81",-173.8,-0.76%
13/11/2014,14/11/2014,"22.966,61",-22.91,-0.10%
12/11/2014,13/11/2014,"22.989,52",-29.94,-0.13%
11/11/2014,12/11/2014,"23.019,46",109.34,0.48%
10/11/2014,11/11/2014,"22.910,12",-36.21,-0.16%
7/11/2014,10/11/2014,"22.946,33",144.88,0.64%
6/11/2014,7/11/2014,"22.801,45",-26.71,-0.12%
5/11/2014,6/11/2014,"22.828,16",-76.33,-0.33%
4/11/2014,5/11/2014,"22.904,49",-189.13,-0.82%
3/11/2014,4/11/2014,"23.093,62",149.71,0.65%
31/10/2014,3/11/2014,"22.943,91",339.87,1.50%
30/10/2014,31/10/2014,"22.604,04",2.75,0.01%
29/10/2014,30/10/2014,"22.601,29",363.84,1.64%
28/10/2014,29/10/2014,"22.237,45",178.1,0.81%
27/10/2014,28/10/2014,"22.059,35",-487.36,-2.16%
24/10/2014,27/10/2014,"22.546,71",-65.04,-0.29%
23/10/2014,24/10/2014,"22.611,75",-296.61,-1.29%
22/10/2014,23/10/2014,"22.908,36",201.34,0.89%
21/10/2014,22/10/2014,"22.707,02",285.21,1.27%
20/10/2014,21/10/2014,"22.421,81",84.76,0.38%
17/10/2014,20/10/2014,"22.337,05",-8.95,-0.04%
16/10/2014,17/10/2014,"22.346,00",-737.34,-3.19%
15/10/2014,16/10/2014,"23.083,34",-114.38,-0.49%
14/10/2014,15/10/2014,"23.197,72",-327.31,-1.39%
13/10/2014,14/10/2014,"23.525,03",-24.17,-0.10%
10/10/2014,13/10/2014,"23.549,20",-305.84,-1.28%
9/10/2014,10/10/2014,"23.855,04",126.15,0.53%
8/10/2014,9/10/2014,"23.728,89",5.54,0.02%
7/10/2014,8/10/2014,"23.723,35",8.65,0.04%
6/10/2014,7/10/2014,"23.714,70",93.21,0.39%
3/10/2014,6/10/2014,"23.621,49",-48.16,-0.20%
2/10/2014,3/10/2014,"23.669,65",245.91,1.05%
1/10/2014,2/10/2014,"23.423,74",423.54,1.84%
30/09/2014,1/10/2014,"23.000,20",-5.09,-0.02%
29/09/2014,30/09/2014,"23.005,29",-111.32,-0.48%
26/09/2014,29/09/2014,"23.116,61",-151.03,-0.65%
25/09/2014,26/09/2014,"23.267,64",226.1,0.98%
24/09/2014,25/09/2014,"23.041,54",-875.69,-3.66%
17/09/2014,18/09/2014,"23.917,23",386.04,1.64%
10/9/2014,11/9/2014,"23.531,19",-213.4,-0.90%
3/9/2014,4/9/2014,"23.744,59",299.99,1.28%
27/08/2014,28/08/2014,"23.444,60",902.61,4.00%
20/08/2014,21/08/2014,"22.541,99",252.75,1.13%
13/08/2014,14/08/2014,"22.289,24",25.5,0.11%
6/8/2014,7/8/2014,"22.263,74",504.4,2.32%
30/07/2014,31/07/2014,"21.759,34",-502.09,-2.26%
23/07/2014,24/07/2014,"22.261,43",299.72,1.36%
16/07/2014,17/07/2014,"21.961,71",223.5,1.03%
9/7/2014,10/7/2014,"21.738,21",360.64,1.69%
2/7/2014,3/7/2014,"21.377,57",276.66,1.31%
25/06/2014,26/06/2014,"21.100,91",126.62,0.60%
18/06/2014,19/06/2014,"20.974,29",190.2,0.92%
11/6/2014,12/6/2014,"20.784,09",399.67,1.96%
4/6/2014,5/6/2014,"20.384,42",-297.84,-1.44%
28/05/2014,29/05/2014,"20.682,26",295.05,1.45%
21/05/2014,22/05/2014,"20.387,21",570.8,2.88%
14/05/2014,15/05/2014,"19.816,41",-1411.53,-6.65%
7/5/2014,8/5/2014,"21.227,94",-689.73,-3.15%
4/5/2014,5/5/2014,"21.917,67",417.35,-0.02%
23/04/2014,24/04/2014,"21.500,32",-344.5,-1.58%
16/04/2014,17/04/2014,"21.844,82",-1137.39,-4.95%
9/4/2014,10/4/2014,"22.982,21",751.47,3.38%
2/4/2014,3/4/2014,"22.230,74",-92.51,-0.41%
26/03/2014,27/03/2014,"22.323,25",-695.11,-3.02%
19/03/2014,20/03/2014,"23.018,36",698.36,3.13%
12/3/2014,13/02/2014,"22.320,00",622.68,2.87%
5/3/2014,6/3/2014,"21.697,32",-676.64,-3.02%
26/02/2014,27/02/2014,"22.373,96",476.76,2.18%
19/02/2014,20/02/2014,"21.897,20",660.84,3.11%
12/2/2014,13/02/2014,"21.236,36",223.13,1.06%
5/2/2014,6/2/2014,"21.013,23",255.59,1.23%
22/01/2014,23/01/2014,"20.757,64",752.45,3.76%
15/01/2014,16/01/2014,"20.005,19",624.88,3.22%
8/1/2014,9/1/2014,"19.380,31",330.04,1.73%
1/1/2014,2/2/2013,"19.050,27",61.61,0.32%
25/12/2013,26/12/2013,"18.988,66",-145.24,-0.76%
18/12/2013,19/12/2013,"19.133,90",30.37,0.16%
11/12/2013,12/12/2013,"19.103,53",-231.01,-1.19%
4/12/2013,5/12/2013,"19.334,54",-8.34,-0.04%
27/11/2013,28/11/2013,"19.342,88",160.84,0.84%
20/11/2013,21/11/2013,"19.182,04",369.78,1.97%
13/11/2013,14/11/2013,"18.812,26",-127.75,-0.67%
6/11/2013,7/11/2013,"18.940,01",64.58,0.34%
30/10/2013,31/10/2013,"18.875,43",-88.55,-0.47%
23/10/2013,24/10/2013,"18.963,98",79.75,0.42%
16/10/2013,17/10/2013,"18.884,23",-46.14,-0.24%
9/10/2013,10/10/2013,"18.930,37",224.37,1.10%
3/10/2013,,"18.706,00",0,0.00%
26/09/2013,,"18.678,00",248,0.00%
19/09/2013,,"18.430,00",89,0.00%
12/9/2013,,"18.341,00",7,0.00%
5/9/2013,,"18.334,00",310,0.00%
29/08/2013,,"18.024,00",-602,0.00%
22/08/2013,,"18.626,00",-211,0.00%
15/08/2013,,"18.837,00",411,0.00%
8/8/2013,,"18.426,00",186,0.00%
1/8/2013,,"18.240,00",51,0.00%
25/07/2013,,"18.189,00",-73,0.00%
18/07/2013,,"18.262,00",335,0.00%
11/7/2013,,"17.927,00",-112,0.00%
4/7/2013,,"18.039,00",230,0.00%
27/06/2013,,"17.809,00",-403,0.00%
20/06/2013,,"18.212,00",-469,0.00%
16/06/2013,,"18.681,00",-52,0.00%
6/6/2013,,"18.733,00",64,0.00%
30/05/2013,,"18.669,00",752,0.00%
23/05/2013,,"17.917,00",432,0.00%
16/05/2013,,"17.485,00",158,0.00%
9/5/2013,,"17.327,00",358,0.00%
2/5/2013,,"16.969,00",-166,0.00%
25/04/2013,,"17.135,00",73,0.00%
18/04/2013,,"17.062,00",-731,0.00%
11/4/2013,,"17.793,00",225,0.00%
4/4/2013,,"17.568,00",220,0.00%
28/03/2013,,"17.348,00",18,0.00%
21/03/2013,,"17.330,00",482,0.00%
14/03/2013,,"16.848,00",298,0.00%
7/3/2013,,"16.550,00",-67,0.00%
28/02/2013,,"16.617,00",-267,0.00%
21/02/2013,,"16.884,00",-322,0.00%
14/02/2013,,"17.206,00",31,0.00%
7/2/2013,,"17.175,00",213,0.00%
31/01/2013,,"16.962,00",648,0.00%
24/01/2013,,"16.314,00",-197,0.00%
17/01/2013,,"16.511,00",-38,0.00%
10/1/2013,,"16.549,00",1241,0.00%
3/1/2013,,"15.308,00",221,0.00%
27/12/2012,,"15.087,00",258,0.00%
20/12/2012,,"14.829,00",254,0.00%
13/12/2012,,"14.575,00",108,0.00%
6/12/2012,,"14.467,00",209,0.00%
29/11/2012,,"14.258,00",-144,0.00%
22/11/2012,,"14.402,00",-302,0.00%
15/11/2012,,"14.704,00",224,0.00%
8/11/2012,,"14.480,00",-155,0.00%
1/11/2012,,"14.635,00",-67,0.00%
25/10/2012,,"14.702,00",-294,0.00%
18/10/2012,,"14.996,00",205,0.00%
11/10/2012,,"14.791,00",442,0.00%
4/10/2012,,"14.349,00",-241,0.00%
27/09/2012,,"14.590,00",187,0.00%
20/09/2012,,"14.403,00",-379,0.00%
13/09/2012,,"14.782,00",-70,0.00%
6/9/2012,,"14.852,00",-52,0.00%
30/08/2012,,"14.904,00",-22,0.00%
23/08/2012,,"14.926,00",-1052,0.00%
16/08/2012,,"15.978,00",239,0.00%
9/8/2012,,"15.739,00",403,0.00%
2/8/2012,,"15.336,00",-49,0.00%
26/07/2012,,"15.385,00",-504,0.00%
19/07/2012,,"15.889,00",760,0.00%
12/7/2012,,"15.129,00",-126,0.00%
5/7/2012,,"15.255,00",-89,0.00%
28/06/2012,,"15.344,00",-427,0.00%
21/06/2012,,"15.771,00",136,0.00%
14/06/2012,,"15.635,00",-179,0.00%
7/6/2012,,"15.814,00",150,0.00%
31/05/2012,,"15.664,00",-389,0.00%
24/05/2012,,"16.053,00",0,0.00%
17/05/2012,,"16.053,00",-1216,0.00%
10/5/2012,,"17.269,00",673,0.00%
3/5/2012,,"16.596,00",209,0.00%
26/04/2012,,"16.387,00",420,0.00%
19/04/2012,,"15.967,00",63,0.00%
12/4/2012,,"15.904,00",686,0.00%
5/4/2012,,"15.218,00",231,0.00%
29/03/2012,,"14.987,00",-201,0.00%
22/03/2012,,"15.188,00",-30,0.00%
15/03/2012,,"15.218,00",191,0.00%
8/3/2012,,"15.027,00",-117,0.00%
1/3/2012,,"15.144,00",229,0.00%
23/02/2012,,"14.915,00",1089,0.00%
16/02/2012,,"13.826,00",-110,0.00%
9/2/2012,,"13.936,00",-53,0.00%
2/2/2012,,"13.989,00",713,0.00%
26/01/2012,,"13.276,00",115,0.00%
19/01/2012,,"13.161,00",507,0.00%
12/1/2012,,"12.654,00",39,0.00%
5/1/2012,,"12.615,00",-253,0.00%
29/12/2011,,"12.868,00",20,0.00%
22/12/2011,,"12.848,00",-261,0.00%
15/12/2011,,"13.109,00",-854,0.00%
8/12/2011,,"13.963,00",366,0.00%
1/12/2011,,"13.597,00",-344,0.00%
24/11/2011,,"13.941,00",160,0.00%
17/11/2011,,"13.781,00",-537,0.00%
10/11/2011,,"14.318,00",-556,0.00%
3/11/2011,,"14.874,00",-292,0.00%
27/10/2011,,"15.166,00",-327,0.00%
20/10/2011,,"15.493,00",197,0.00%
13/10/2011,,"15.296,00",-532,0.00%
6/10/2011,,"15.828,00",-130,0.00%
29/09/2011,,"15.958,00",-590,0.00%
22/09/2011,,"16.548,00",-78,0.00%
15/09/2011,,"16.626,00",-12,0.00%
8/9/2011,,"16.638,00",88,0.00%
1/9/2011,,"16.550,00",845,0.00%
25/08/2011,,"15.705,00",164,0.00%
18/08/2011,,"15.541,00",731,0.00%
11/8/2011,,"14.810,00",-536,0.00%
4/8/2011,,"15.346,00",-394,0.00%
28/07/2011,,"15.740,00",-152,0.00%
21/07/2011,,"15.892,00",-64,0.00%
14/07/2011,,"15.956,00",-313,0.00%
7/7/2011,,"16.269,00",-215,0.00%
30/06/2011,,"16.484,00",-367,0.00%
23/06/2011,,"16.851,00",-273,0.00%
16/06/2011,,"17.124,00",-224,0.00%
9/6/2011,,"17.348,00",306,0.00%
2/6/2011,,"17.042,00",1149,0.00%
26/05/2011,,"15.893,00",-1389,0.00%
19/05/2011,,"17.282,00",-612,0.00%
12/5/2011,,"17.894,00",-112,0.00%
5/5/2011,,"18.006,00",66,0.00%
28/04/2011,,"17.940,00",-303,0.00%
21/04/2011,,"18.243,00",-737,0.00%
14/04/2011,,"18.980,00",-72,0.00%
7/4/2011,,"19.052,00",0,0.00%
31/03/2011,,"19.052,00",-158,0.00%
24/03/2011,,"19.210,00",29,0.00%
17/03/2011,,"19.181,00",-249,0.00%
10/3/2011,,"19.430,00",831,0.00%
3/3/2011,,"18.599,00",-805,0.00%
24/02/2011,,"19.404,00",-1829,0.00%
17/02/2011,,"21.233,00",-658,0.00%
10/2/2011,,"21.891,00",168,0.00%
3/2/2011,,"21.723,00",222,0.00%
27/01/2011,,"21.501,00",318,0.00%
20/01/2011,,"21.183,00",368,0.00%
13/01/2011,,"20.815,00",-211,0.00%
6/1/2011,,"21.026,00",-656,0.00%
30/12/2010,,"21.682,00",168,0.00%
23/12/2010,,"21.514,00",-61,0.00%
16/12/2010,,"21.575,00",400,0.00%
9/12/2010,,"21.175,00",-58,0.00%
2/12/2010,,"21.233,00",576,0.00%
25/11/2010,,"20.657,00",427,0.00%
18/11/2010,,"20.230,00",-1001,0.00%
11/11/2010,,"21.231,00",-388,0.00%
4/11/2010,,"21.619,00",16,0.00%
28/10/2010,,"21.603,00",645,0.00%
21/10/2010,,"20.958,00",-574,0.00%
14/10/2010,,"21.532,00",-238,0.00%
7/10/2010,,"21.770,00",-231,0.00%
30/09/2010,,"22.001,00",23,0.00%
23/09/2010,,"21.978,00",104,0.00%
16/09/2010,,"21.874,00",-570,0.00%
9/9/2010,,"22.444,00",267,0.00%
2/9/2010,,"22.177,00",956,0.00%
26/08/2010,,"21.221,00",-1054,0.00%
19/08/2010,,"22.275,00",47,0.00%
12/8/2010,,"22.228,00",-1668,0.00%
5/8/2010,,"23.896,00",-87,0.00%
29/07/2010,,"23.983,00",-71,0.00%
22/07/2010,,"24.054,00",-304,0.00%
15/07/2010,,"24.358,00",256,0.00%
8/7/2010,,"24.102,00",-204,0.00%
1/7/2010,,"24.306,00",-92,0.00%
24/06/2010,,"24.398,00",116,0.00%
17/06/2010,,"24.282,00",-18,0.00%
10/6/2010,,"24.300,00",0,0.00%
3/6/2010,,"24.300,00",132,0.00%
27/05/2010,,"24.168,00",-273,0.00%
20/05/2010,,"24.441,00",-245.18,0.00%
13/05/2010,,"24.686,18",515.2,0.02%
6/5/2010,,"24.170,98",-12.9,0.00%
30/04/2010,,"24.183,88",-0.45,0.00%
29/04/2010,,"24.184,33",437.4,0.02%
22/04/2010,,"23.746,93",-866.48,-0.04%
15/04/2010,,"24.613,41",119.84,0.00%
8/4/2010,,"24.493,57",270.79,0.01%
1/4/2010,,"24.222,78",251.47,0.01%
31/03/2010,,"23.971,31",-83.81,0.00%
25/03/2010,,"24.055,12",-523.56,-0.02%
18/03/2010,,"24.578,68",-138.62,-0.01%
11/3/2010,,"24.717,30",575.52,0.02%
4/3/2010,,"24.141,78",609.76,0.03%
28/02/2010,,"23.532,02",-27.49,0.00%
25/02/2010,,"23.559,51",-369,-0.02%
18/02/2010,,"23.928,51",108.06,0.00%
11/2/2010,,"23.820,45",-202.74,-0.01%
4/2/2010,,"24.023,19",612.54,0.03%
31/01/2010,,"23.410,65",22.36,0.00%
28/01/2010,,"23.388,29",320.53,0.01%
21/01/2010,,"23.067,76",-1018.37,-0.04%
14/01/2010,,"24.086,13",-338.51,-0.01%
7/1/2010,,"24.424,64",876.26,0.04%
31/12/2009,,"23.548,38",1656.6,0.08%
24/12/2009,,"21.891,78",1228.99,0.06%
17/12/2009,,"20.662,79",-876.74,-0.04%
10/12/2009,,"21.539,53",-1687.11,-0.07%
3/12/2009,,"23.226,64",-31.37,0.00%
30/11/2009,,"23.258,01",678.71,0.03%
26/11/2009,,"22.579,30",-2252.3,-0.09%
19/11/2009,,"24.831,60",659.77,0.03%
12/11/2009,,"24.171,83",-138.35,-0.01%
5/11/2009,,"24.310,18",-806.46,-0.03%
31/10/2009,,"25.116,64",72.01,0.00%
29/10/2009,,"25.044,63",-761.05,-0.03%
22/10/2009,,"25.805,68",-185.59,-0.01%
15/10/2009,,"25.991,27",761.78,0.03%
8/10/2009,,"25.229,49",195.51,0.01%
1/10/2009,,"25.033,98",-206.68,-0.01%
30/09/2009,,"25.240,66",-108.7,0.00%
24/09/2009,,"25.349,36",506.21,0.02%
17/09/2009,,"24.843,15",765.46,0.03%
10/9/2009,,"24.077,69",491.4,0.02%
3/9/2009,,"23.586,29",46.83,0.00%
31/08/2009,,"23.539,46",589.96,0.03%
27/08/2009,,"22.949,50",215.39,0.01%
20/08/2009,,"22.734,11",517.67,0.02%
13/08/2009,,"22.216,44",767.43,0.04%
6/8/2009,,"21.449,01",404.86,0.02%
31/07/2009,,"21.044,15",505.19,0.02%
30/07/2009,,"20.538,96",463.68,0.02%
23/07/2009,,"20.075,28",-39.3,0.00%
16/07/2009,,"20.114,58",-6,0.00%
9/7/2009,,"20.120,58",529.94,0.03%
2/7/2009,,"19.590,64",-200.91,-0.01%
30/06/2009,,"19.791,55",-254.69,-0.01%
25/06/2009,,"20.046,24",-462.33,-0.02%
18/06/2009,,"20.508,57",-85.04,0.00%
11/6/2009,,"20.593,61",1099.94,0.06%
4/6/2009,,"19.493,67",961.93,0.05%
31/05/2009,,"18.531,74",-74.95,0.00%
28/05/2009,,"18.606,69",128.58,0.01%
21/05/2009,,"18.478,11",545.81,0.03%
14/05/2009,,"17.932,30",-11.73,0.00%
7/5/2009,,"17.944,03",856.37,0.05%
30/04/2009,,"17.087,66",66.37,0.00%
23/04/2009,,"17.021,29",-608.97,-0.03%
16/04/2009,,"17.630,26",965.68,0.06%
9/4/2009,,"16.664,58",365.58,0.02%
2/4/2009,,"16.299,00",286.62,0.02%
31/03/2009,,"16.012,38",-178.77,-0.01%
26/03/2009,,"16.191,15",287.74,0.02%
19/03/2009,,"15.903,41",384.2,0.02%
12/3/2009,,"15.519,21",89.63,0.01%
5/3/2009,,"15.429,58",-46.3,0.00%
28/02/2009,,"15.475,88",39.94,0.00%
26/02/2009,,"15.435,94",-158.99,-0.01%
19/02/2009,,"15.594,93",-383.23,-0.02%
12/2/2009,,"15.978,16",53.65,0.00%
5/2/2009,,"15.924,51",-518.84,-0.03%
31/01/2009,,"16.443,35",0.55,0.00%
29/01/2009,,"16.442,80",4.45,0.00%
22/01/2009,,"16.438,35",-22.46,0.00%
15/01/2009,,"16.460,81",-164.26,-0.01%
8/1/2009,,"16.625,07",3.5,0.00%
1/1/2009,,"16.621,57",0.35,0.00%
31/12/2008,,"16.621,22",64.15,0.00%
25/12/2008,,"16.557,07",101.71,0.01%
18/12/2008,,"16.455,36",339.06,0.02%
11/12/2008,,"16.116,30",-339.15,-0.02%
4/12/2008,,"16.455,45",-86.43,-0.01%
30/11/2008,,"16.541,88",179.24,0.01%
27/11/2008,,"16.362,64",-238.43,-0.01%
20/11/2008,,"16.601,07",-176.52,-0.01%
13/11/2008,,"16.777,59",-331.89,-0.02%
6/11/2008,,"17.109,48",433.36,0.03%
